Time (s),AIN0 (V),AIN1 (V)
6.241000,0.091901,0.091898
6.242000,0.091898,0.091898
6.243000,0.091910,0.091907
6.244000,0.091907,0.091901
6.245000,0.091904,0.091901
6.246000,0.091898,0.091898
6.247000,0.091901,0.091894
6.248000,0.091904,0.091898
6.249000,0.091898,0.091901
6.250000,0.091980,0.091977
6.251000,0.091951,0.091945
6.252000,0.091926,0.091926
6.253000,0.091917,0.091913
6.254000,0.091910,0.091910
6.255000,0.091907,0.091904
6.256000,0.091907,0.091907
6.257000,0.091910,0.091901
6.258000,0.091907,0.091904
6.259000,0.091904,0.091901
6.260000,0.091904,0.091898
6.261000,0.091907,0.091898
6.262000,0.091901,0.091901
6.263000,0.091901,0.091898
6.264000,0.091904,0.091901
6.265000,0.091670,0.091667
6.266000,0.091480,0.091477
6.267000,0.091366,0.091369
6.268000,0.091303,0.091300
6.269000,0.091252,0.091255
6.270000,0.091224,0.091217
6.271000,0.091195,0.091192
6.272000,0.091179,0.091176
6.273000,0.091164,0.091164
6.274000,0.091157,0.091157
6.275000,0.091151,0.091151
6.276000,0.091142,0.091142
6.277000,0.091142,0.091138
6.278000,0.091135,0.091135
6.279000,0.091132,0.091129
6.280000,0.091129,0.091129
6.281000,0.091129,0.091129
6.282000,0.091129,0.091126
6.283000,0.091129,0.091123
6.284000,0.091126,0.091123
6.285000,0.091129,0.091126
6.286000,0.091129,0.091123
6.287000,0.091123,0.091126
6.288000,0.091129,0.091123
6.289000,0.091132,0.091123
6.290000,0.091126,0.091123
6.291000,0.091126,0.091126
6.292000,0.091129,0.091123
6.293000,0.091126,0.091126
6.294000,0.091126,0.091123
6.295000,0.091126,0.091119
6.296000,0.091129,0.091123
6.297000,0.091126,0.091119
6.298000,0.091123,0.091119
6.299000,0.091123,0.091116
6.300000,0.091123,0.091123
6.301000,0.091119,0.091116
6.302000,0.091123,0.091119
6.303000,0.091123,0.091116
6.304000,0.091116,0.091119
6.305000,0.091119,0.091116
6.306000,0.091123,0.091113
6.307000,0.091123,0.091116
6.308000,0.091119,0.091113
6.309000,0.091123,0.091119
6.310000,0.091123,0.091119
6.311000,0.091119,0.091116
6.312000,0.091119,0.091116
6.313000,0.091119,0.091119
6.314000,0.091119,0.091119
6.315000,0.091350,0.091347
6.316000,0.091537,0.091534
6.317000,0.091648,0.091645
6.318000,0.091717,0.091714
6.319000,0.091765,0.091765
6.320000,0.091800,0.091796
6.321000,0.091825,0.091822
6.322000,0.091847,0.091838
6.323000,0.091860,0.091853
6.324000,0.091866,0.091863
6.325000,0.091869,0.091869
6.326000,0.091875,0.091875
6.327000,0.091885,0.091879
6.328000,0.091929,0.091923
6.329000,0.091907,0.091901
6.330000,0.091901,0.091894
6.331000,0.091894,0.091888
6.332000,0.091891,0.091888
6.333000,0.091894,0.091885
6.334000,0.091894,0.091888
6.335000,0.091888,0.091885
6.336000,0.091894,0.091888
6.337000,0.091891,0.091882
6.338000,0.091901,0.091891
6.339000,0.091898,0.091888
6.340000,0.091891,0.091888
6.341000,0.091894,0.091885
6.342000,0.091894,0.091888
6.343000,0.091894,0.091888
6.344000,0.091894,0.091888
6.345000,0.091898,0.091888
6.346000,0.091894,0.091888
6.347000,0.091891,0.091882
6.348000,0.091894,0.091888
6.349000,0.091891,0.091888
6.350000,0.091891,0.091888
6.351000,0.091894,0.091888
6.352000,0.091894,0.091888
6.353000,0.091894,0.091885
6.354000,0.091898,0.091885
6.355000,0.091894,0.091888
6.356000,0.091898,0.091888
6.357000,0.091891,0.091888
6.358000,0.091894,0.091882
6.359000,0.091894,0.091888
6.360000,0.091894,0.091888
6.361000,0.091894,0.091891
6.362000,0.091894,0.091888
6.363000,0.091894,0.091888
6.364000,0.091891,0.091891
6.365000,0.091664,0.091654
6.366000,0.091471,0.091464
6.367000,0.091363,0.091360
6.368000,0.091297,0.091290
6.369000,0.091246,0.091243
6.370000,0.091214,0.091208
6.371000,0.091189,0.091186
6.372000,0.091170,0.091164
6.373000,0.091161,0.091151
6.374000,0.091151,0.091138
6.375000,0.091142,0.091135
6.376000,0.091135,0.091129
6.377000,0.091135,0.091129
6.378000,0.091126,0.091126
6.379000,0.091123,0.091123
6.380000,0.091116,0.091116
6.381000,0.091119,0.091119
6.382000,0.091126,0.091119
6.383000,0.091126,0.091119
6.384000,0.091119,0.091123
6.385000,0.091123,0.091119
6.386000,0.091126,0.091123
6.387000,0.091126,0.091123
6.388000,0.091119,0.091119
6.389000,0.091126,0.091119
6.390000,0.091126,0.091116
6.391000,0.091123,0.091116
6.392000,0.091123,0.091123
6.393000,0.091123,0.091116
6.394000,0.091123,0.091119
6.395000,0.091123,0.091116
6.396000,0.091119,0.091116
6.397000,0.091119,0.091116
6.398000,0.091123,0.091123
6.399000,0.091119,0.091116
6.400000,0.091123,0.091119
6.401000,0.091123,0.091116
6.402000,0.091123,0.091123
6.403000,0.091116,0.091119
6.404000,0.091119,0.091119
6.405000,0.091116,0.091116
6.406000,0.091123,0.091116
6.407000,0.091116,0.091119
6.408000,0.091123,0.091116
6.409000,0.091119,0.091116
6.410000,0.091116,0.091110
6.411000,0.091116,0.091116
6.412000,0.091119,0.091110
6.413000,0.091119,0.091113
6.414000,0.091116,0.091113
6.415000,0.091347,0.091344
6.416000,0.091540,0.091534
6.417000,0.091648,0.091641
6.418000,0.091717,0.091711
6.419000,0.091768,0.091762
6.420000,0.091793,0.091793
6.421000,0.091825,0.091819
6.422000,0.091841,0.091838
6.423000,0.091932,0.091929
6.424000,0.091993,0.091993
6.425000,0.092030,0.092024
6.426000,0.092053,0.092049
6.427000,0.092068,0.092065
6.428000,0.092084,0.092078
6.429000,0.092097,0.092084
6.430000,0.092097,0.092097
6.431000,0.092106,0.092100
6.432000,0.092110,0.092100
6.433000,0.092122,0.092116
6.434000,0.092116,0.092119
6.435000,0.092122,0.092116
6.436000,0.092122,0.092113
6.437000,0.092119,0.092116
6.438000,0.092119,0.092116
6.439000,0.092119,0.092116
6.440000,0.092125,0.092116
6.441000,0.092122,0.092122
6.442000,0.092129,0.092116
6.443000,0.092129,0.092119
6.444000,0.092125,0.092119
6.445000,0.092129,0.092122
6.446000,0.092122,0.092116
6.447000,0.092125,0.092119
6.448000,0.092125,0.092122
6.449000,0.092125,0.092125
6.450000,0.092125,0.092119
6.451000,0.092125,0.092116
6.452000,0.092125,0.092122
6.453000,0.092129,0.092119
6.454000,0.092125,0.092122
6.455000,0.092122,0.092119
6.456000,0.092129,0.092122
6.457000,0.092122,0.092122
6.458000,0.092125,0.092125
6.459000,0.092125,0.092125
6.460000,0.092129,0.092125
6.461000,0.092129,0.092125
6.462000,0.092129,0.092125
6.463000,0.092132,0.092122
6.464000,0.092125,0.092122
6.465000,0.091819,0.091812
6.466000,0.091578,0.091572
6.467000,0.091439,0.091439
6.468000,0.091353,0.091350
6.469000,0.091297,0.091287
6.470000,0.091252,0.091243
6.471000,0.091221,0.091214
6.472000,0.091192,0.091192
6.473000,0.091179,0.091179
6.474000,0.091173,0.091170
6.475000,0.091157,0.091161
6.476000,0.091148,0.091145
6.477000,0.091148,0.091138
6.478000,0.091142,0.091138
6.479000,0.091135,0.091135
6.480000,0.091135,0.091132
6.481000,0.091132,0.091132
6.482000,0.091135,0.091126
6.483000,0.091129,0.091126
6.484000,0.091129,0.091129
6.485000,0.091132,0.091129
6.486000,0.091126,0.091123
6.487000,0.091129,0.091129
6.488000,0.091129,0.091123
6.489000,0.091123,0.091123
6.490000,0.091123,0.091119
6.491000,0.091123,0.091126
6.492000,0.091119,0.091123
6.493000,0.091126,0.091123
6.494000,0.091129,0.091119
6.495000,0.091126,0.091119
6.496000,0.091123,0.091119
6.497000,0.091123,0.091119
6.498000,0.091119,0.091123
6.499000,0.091123,0.091116
7.000000,0.091123,0.091116
7.001000,0.091123,0.091116
7.002000,0.091123,0.091116
7.003000,0.091123,0.091119
7.004000,0.091123,0.091119
7.005000,0.091123,0.091119
7.006000,0.091123,0.091119
7.007000,0.091198,0.091198
7.008000,0.091170,0.091167
7.009000,0.091151,0.091148
7.010000,0.091142,0.091132
7.011000,0.091132,0.091132
7.012000,0.091129,0.091132
7.013000,0.091129,0.091123
7.014000,0.091119,0.091119
7.015000,0.091350,0.091350
7.016000,0.091543,0.091540
7.017000,0.091648,0.091648
7.018000,0.091717,0.091717
7.019000,0.091768,0.091765
7.020000,0.091800,0.091793
7.021000,0.091825,0.091825
7.022000,0.091844,0.091841
7.023000,0.091856,0.091850
7.024000,0.091866,0.091863
7.025000,0.091872,0.091872
7.026000,0.091882,0.091875
7.027000,0.091882,0.091882
7.028000,0.091894,0.091894
7.029000,0.091894,0.091894
7.030000,0.091898,0.091891
7.031000,0.091901,0.091894
7.032000,0.091891,0.091888
7.033000,0.091894,0.091894
7.034000,0.091898,0.091891
7.035000,0.091894,0.091891
7.036000,0.091894,0.091898
7.037000,0.091898,0.091891
7.038000,0.091901,0.091891
7.039000,0.091901,0.091894
7.040000,0.091901,0.091888
7.041000,0.091901,0.091901
7.042000,0.091898,0.091891
7.043000,0.091901,0.091894
7.044000,0.091901,0.091891
7.045000,0.091894,0.091898
7.046000,0.091898,0.091898
7.047000,0.091901,0.091894
7.048000,0.091898,0.091894
7.049000,0.091901,0.091894
7.050000,0.091904,0.091898
7.051000,0.091898,0.091894
7.052000,0.091901,0.091894
7.053000,0.091901,0.091894
7.054000,0.091898,0.091891
7.055000,0.091898,0.091901
7.056000,0.091898,0.091894
7.057000,0.091894,0.091894
7.058000,0.091894,0.091891
7.059000,0.091904,0.091898
7.060000,0.091901,0.091894
7.061000,0.091901,0.091898
7.062000,0.091898,0.091898
7.063000,0.091901,0.091901
7.064000,0.091904,0.091894
7.065000,0.091673,0.091664
7.066000,0.091480,0.091474
7.067000,0.091372,0.091363
7.068000,0.091303,0.091297
7.069000,0.091259,0.091249
7.070000,0.091224,0.091217
7.071000,0.091195,0.091192
7.072000,0.091179,0.091176
7.073000,0.091167,0.091164
7.074000,0.091157,0.091154
7.075000,0.091145,0.091148
7.076000,0.091142,0.091138
7.077000,0.091138,0.091135
7.078000,0.091135,0.091132
7.079000,0.091129,0.091129
7.080000,0.091142,0.091129
7.081000,0.091129,0.091126
7.082000,0.091129,0.091126
7.083000,0.091129,0.091123
7.084000,0.091167,0.091161
7.085000,0.091148,0.091138
7.086000,0.091135,0.091129
7.087000,0.091132,0.091126
7.088000,0.091129,0.091119
7.089000,0.091123,0.091116
7.090000,0.091123,0.091116
7.091000,0.091119,0.091119
7.092000,0.091116,0.091113
7.093000,0.091116,0.091113
7.094000,0.091116,0.091116
7.095000,0.091116,0.091113
7.096000,0.091116,0.091110
7.097000,0.091119,0.091110
7.098000,0.091116,0.091113
7.099000,0.091116,0.091116
7.100000,0.091113,0.091110
7.101000,0.091116,0.091110
7.102000,0.091113,0.091113
7.103000,0.091110,0.091110
7.104000,0.091113,0.091110
7.105000,0.091113,0.091110
7.106000,0.091113,0.091110
7.107000,0.091113,0.091110
7.108000,0.091110,0.091110
7.109000,0.091110,0.091107
7.110000,0.091110,0.091110
7.111000,0.091116,0.091113
7.112000,0.091107,0.091107
7.113000,0.091110,0.091107
7.114000,0.091110,0.091107
7.115000,0.091341,0.091338
7.116000,0.091527,0.091527
7.117000,0.091638,0.091629
7.118000,0.091711,0.091705
7.119000,0.091758,0.091758
7.120000,0.091787,0.091787
7.121000,0.091815,0.091812
7.122000,0.091838,0.091828
7.123000,0.091844,0.091844
7.124000,0.091863,0.091856
7.125000,0.091869,0.091863
7.126000,0.091872,0.091866
7.127000,0.091875,0.091869
7.128000,0.091875,0.091875
7.129000,0.091882,0.091875
7.130000,0.091879,0.091875
7.131000,0.091885,0.091882
7.132000,0.091882,0.091882
7.133000,0.091882,0.091882
7.134000,0.091882,0.091882
7.135000,0.091891,0.091885
7.136000,0.091888,0.091879
7.137000,0.091888,0.091879
7.138000,0.091891,0.091891
7.139000,0.091891,0.091891
7.140000,0.091894,0.091888
7.141000,0.091894,0.091891
7.142000,0.091894,0.091894
7.143000,0.091894,0.091891
7.144000,0.091901,0.091898
7.145000,0.091898,0.091894
7.146000,0.091901,0.091894
7.147000,0.091901,0.091894
7.148000,0.091898,0.091894
7.149000,0.091898,0.091898
7.150000,0.091898,0.091894
7.151000,0.091901,0.091894
7.152000,0.091898,0.091901
7.153000,0.091901,0.091894
7.154000,0.091901,0.091901
7.155000,0.091898,0.091894
7.156000,0.091901,0.091894
7.157000,0.091898,0.091898
7.158000,0.091904,0.091898
7.159000,0.091901,0.091898
7.160000,0.091901,0.091898
7.161000,0.091901,0.091894
7.162000,0.091901,0.091898
7.163000,0.091901,0.091898
7.164000,0.091901,0.091898
7.165000,0.091670,0.091660
7.166000,0.091477,0.091477
7.167000,0.091366,0.091369
7.168000,0.091300,0.091300
7.169000,0.091252,0.091249
7.170000,0.091224,0.091211
7.171000,0.091198,0.091186
7.172000,0.091179,0.091176
7.173000,0.091164,0.091157
7.174000,0.091154,0.091151
7.175000,0.091148,0.091142
7.176000,0.091142,0.091138
7.177000,0.091138,0.091132
7.178000,0.091135,0.091129
7.179000,0.091211,0.091211
7.180000,0.091262,0.091259
7.181000,0.091290,0.091284
7.182000,0.091306,0.091300
7.183000,0.091312,0.091312
7.184000,0.091328,0.091319
7.185000,0.091331,0.091335
7.186000,0.091335,0.091331
7.187000,0.091338,0.091335
7.188000,0.091341,0.091338
7.189000,0.091341,0.091338
7.190000,0.091341,0.091341
7.191000,0.091341,0.091341
7.192000,0.091344,0.091344
7.193000,0.091341,0.091341
7.194000,0.091347,0.091338
7.195000,0.091344,0.091344
7.196000,0.091347,0.091341
7.197000,0.091347,0.091344
7.198000,0.091347,0.091341
7.199000,0.091344,0.091341
7.200000,0.091341,0.091347
7.201000,0.091344,0.091347
7.202000,0.091344,0.091338
7.203000,0.091341,0.091344
7.204000,0.091341,0.091341
7.205000,0.091347,0.091344
7.206000,0.091344,0.091338
7.207000,0.091347,0.091341
7.208000,0.091350,0.091344
7.209000,0.091341,0.091335
7.210000,0.091347,0.091341
7.211000,0.091347,0.091341
7.212000,0.091344,0.091350
7.213000,0.091344,0.091338
7.214000,0.091347,0.091341
7.215000,0.091572,0.091575
7.216000,0.091768,0.091765
7.217000,0.091872,0.091869
7.218000,0.091942,0.091939
7.219000,0.091999,0.091993
7.220000,0.092030,0.092024
7.221000,0.091977,0.091967
7.222000,0.091939,0.091936
7.223000,0.091920,0.091926
7.224000,0.091920,0.091913
7.225000,0.091913,0.091904
7.226000,0.091910,0.091901
7.227000,0.091904,0.091904
7.228000,0.091904,0.091901
7.229000,0.091901,0.091898
7.230000,0.091901,0.091894
7.231000,0.091907,0.091901
7.232000,0.091901,0.091891
7.233000,0.091898,0.091898
7.234000,0.091904,0.091894
7.235000,0.091898,0.091894
7.236000,0.091898,0.091894
7.237000,0.091901,0.091894
7.238000,0.091898,0.091891
7.239000,0.091898,0.091891
7.240000,0.091894,0.091898
7.241000,0.091901,0.091898
7.242000,0.091898,0.091894
7.243000,0.091901,0.091898
7.244000,0.091894,0.091898
7.245000,0.091904,0.091898
7.246000,0.091901,0.091894
7.247000,0.091904,0.091901
7.248000,0.091904,0.091898
7.249000,0.091901,0.091898
7.250000,0.091901,0.091891
7.251000,0.091901,0.091898
7.252000,0.091904,0.091898
7.253000,0.091901,0.091901
7.254000,0.091901,0.091894
7.255000,0.091901,0.091898
7.256000,0.091904,0.091894
7.257000,0.091904,0.091898
7.258000,0.091904,0.091898
7.259000,0.091910,0.091901
7.260000,0.091910,0.091898
7.261000,0.091901,0.091901
7.262000,0.091904,0.091898
7.263000,0.091983,0.091977
7.264000,0.091951,0.091951
7.265000,0.091698,0.091695
7.266000,0.091499,0.091493
7.267000,0.091382,0.091379
7.268000,0.091312,0.091309
7.269000,0.091265,0.091252
7.270000,0.091227,0.091224
7.271000,0.091202,0.091192
7.272000,0.091186,0.091179
7.273000,0.091170,0.091167
7.274000,0.091161,0.091154
7.275000,0.091154,0.091145
7.276000,0.091142,0.091138
7.277000,0.091142,0.091135
7.278000,0.091135,0.091132
7.279000,0.091132,0.091135
7.280000,0.091132,0.091129
7.281000,0.091129,0.091129
7.282000,0.091129,0.091126
7.283000,0.091129,0.091126
7.284000,0.091129,0.091123
7.285000,0.091129,0.091126
7.286000,0.091129,0.091119
7.287000,0.091129,0.091119
7.288000,0.091126,0.091123
7.289000,0.091123,0.091119
7.290000,0.091129,0.091116
7.291000,0.091123,0.091119
7.292000,0.091119,0.091123
7.293000,0.091123,0.091119
7.294000,0.091126,0.091116
7.295000,0.091123,0.091116
7.296000,0.091119,0.091116
7.297000,0.091123,0.091116
7.298000,0.091123,0.091116
7.299000,0.091123,0.091119
7.300000,0.091123,0.091119
7.301000,0.091123,0.091119
7.302000,0.091126,0.091116
7.303000,0.091126,0.091116
7.304000,0.091123,0.091116
7.305000,0.091123,0.091116
7.306000,0.091123,0.091119
7.307000,0.091123,0.091116
7.308000,0.091123,0.091113
7.309000,0.091119,0.091116
7.310000,0.091119,0.091116
7.311000,0.091116,0.091123
7.312000,0.091123,0.091113
7.313000,0.091113,0.091113
7.314000,0.091119,0.091113
7.315000,0.091360,0.091360
7.316000,0.091546,0.091543
7.317000,0.091651,0.091648
7.318000,0.091720,0.091714
7.319000,0.091765,0.091762
7.320000,0.091803,0.091800
7.321000,0.091825,0.091822
7.322000,0.091844,0.091841
7.323000,0.091853,0.091856
7.324000,0.091866,0.091866
7.325000,0.091875,0.091866
7.326000,0.091882,0.091875
7.327000,0.091888,0.091882
7.328000,0.091885,0.091885
7.329000,0.091888,0.091885
7.330000,0.091885,0.091888
7.331000,0.091894,0.091891
7.332000,0.091894,0.091888
7.333000,0.091894,0.091888
7.334000,0.091894,0.091891
7.335000,0.091898,0.091891
7.336000,0.091898,0.091888
7.337000,0.091901,0.091894
7.338000,0.091898,0.091894
7.339000,0.091901,0.091898
7.340000,0.091936,0.091939
7.341000,0.091920,0.091910
7.342000,0.091907,0.091904
7.343000,0.091901,0.091898
7.344000,0.091894,0.091898
7.345000,0.091894,0.091888
7.346000,0.091901,0.091894
7.347000,0.091894,0.091894
7.348000,0.091894,0.091888
7.349000,0.091898,0.091888
7.350000,0.091894,0.091888
7.351000,0.091894,0.091888
7.352000,0.091894,0.091888
7.353000,0.091894,0.091891
7.354000,0.091894,0.091888
7.355000,0.091894,0.091888
7.356000,0.091894,0.091888
7.357000,0.091894,0.091894
7.358000,0.091894,0.091888
7.359000,0.091894,0.091888
7.360000,0.091898,0.091891
7.361000,0.091894,0.091894
7.362000,0.091891,0.091888
7.363000,0.091891,0.091885
7.364000,0.091891,0.091888
7.365000,0.091664,0.091654
7.366000,0.091464,0.091467
7.367000,0.091360,0.091360
7.368000,0.091297,0.091293
7.369000,0.091246,0.091243
7.370000,0.091217,0.091205
7.371000,0.091192,0.091186
7.372000,0.091176,0.091167
7.373000,0.091161,0.091151
7.374000,0.091148,0.091148
7.375000,0.091142,0.091138
7.376000,0.091132,0.091132
7.377000,0.091129,0.091129
7.378000,0.091132,0.091123
7.379000,0.091126,0.091119
7.380000,0.091123,0.091123
7.381000,0.091126,0.091116
7.382000,0.091123,0.091116
7.383000,0.091123,0.091113
7.384000,0.091126,0.091116
7.385000,0.091126,0.091116
7.386000,0.091123,0.091123
7.387000,0.091123,0.091119
7.388000,0.091126,0.091119
7.389000,0.091126,0.091119
7.390000,0.091123,0.091129
7.391000,0.091123,0.091116
7.392000,0.091123,0.091119
7.393000,0.091123,0.091119
7.394000,0.091123,0.091126
7.395000,0.091123,0.091113
7.396000,0.091123,0.091119
7.397000,0.091123,0.091119
7.398000,0.091116,0.091119
7.399000,0.091119,0.091116
7.400000,0.091123,0.091119
7.401000,0.091119,0.091116
7.402000,0.091119,0.091116
7.403000,0.091123,0.091116
7.404000,0.091123,0.091116
7.405000,0.091123,0.091113
7.406000,0.091119,0.091116
7.407000,0.091123,0.091113
7.408000,0.091119,0.091119
7.409000,0.091123,0.091113
7.410000,0.091119,0.091113
7.411000,0.091119,0.091113
7.412000,0.091132,0.091119
7.413000,0.091123,0.091123
7.414000,0.091123,0.091116
7.415000,0.091350,0.091347
7.416000,0.091540,0.091537
7.417000,0.091651,0.091645
7.418000,0.091717,0.091714
7.419000,0.091768,0.091762
7.420000,0.091800,0.091793
7.421000,0.091825,0.091822
7.422000,0.091844,0.091838
7.423000,0.091853,0.091850
7.424000,0.091866,0.091860
7.425000,0.091948,0.091948
7.426000,0.092005,0.092002
7.427000,0.092037,0.092034
7.428000,0.092062,0.092056
7.429000,0.092075,0.092072
7.430000,0.092087,0.092081
7.431000,0.092097,0.092091
7.432000,0.092100,0.092094
7.433000,0.092110,0.092103
7.434000,0.092110,0.092103
7.435000,0.092110,0.092110
7.436000,0.092116,0.092110
7.437000,0.092116,0.092116
7.438000,0.092116,0.092113
7.439000,0.092119,0.092113
7.440000,0.092122,0.092116
7.441000,0.092116,0.092116
7.442000,0.092116,0.092113
7.443000,0.092122,0.092113
7.444000,0.092125,0.092122
7.445000,0.092125,0.092116
7.446000,0.092122,0.092122
7.447000,0.092119,0.092116
7.448000,0.092125,0.092119
7.449000,0.092122,0.092119
7.450000,0.092125,0.092122
7.451000,0.092125,0.092122
7.452000,0.092122,0.092122
7.453000,0.092129,0.092122
7.454000,0.092132,0.092122
7.455000,0.092125,0.092125
7.456000,0.092129,0.092122
7.457000,0.092129,0.092116
7.458000,0.092129,0.092122
7.459000,0.092129,0.092129
7.460000,0.092129,0.092122
7.461000,0.092129,0.092125
7.462000,0.092125,0.092129
7.463000,0.092132,0.092119
7.464000,0.092129,0.092125
7.465000,0.091898,0.091891
7.466000,0.091708,0.091701
7.467000,0.091518,0.091512
7.468000,0.091398,0.091395
7.469000,0.091322,0.091322
7.470000,0.091271,0.091265
7.471000,0.091236,0.091230
7.472000,0.091205,0.091202
7.473000,0.091189,0.091183
7.474000,0.091170,0.091167
7.475000,0.091164,0.091161
7.476000,0.091154,0.091154
7.477000,0.091148,0.091142
7.478000,0.091145,0.091138
7.479000,0.091135,0.091132
7.480000,0.091135,0.091132
7.481000,0.091138,0.091129
7.482000,0.091132,0.091135
7.483000,0.091132,0.091129
7.484000,0.091135,0.091126
7.485000,0.091129,0.091129
7.486000,0.091132,0.091126
7.487000,0.091132,0.091129
7.488000,0.091126,0.091126
7.489000,0.091123,0.091119
7.490000,0.091126,0.091126
7.491000,0.091126,0.091123
7.492000,0.091126,0.091123
7.493000,0.091126,0.091119
7.494000,0.091129,0.091123
7.495000,0.091129,0.091119
7.496000,0.091126,0.091119
7.497000,0.091123,0.091119
7.498000,0.091123,0.091126
7.499000,0.091123,0.091119
8.000000,0.091123,0.091123
8.001000,0.091119,0.091116
8.002000,0.091119,0.091116
8.003000,0.091126,0.091119
8.004000,0.091126,0.091116
8.005000,0.091126,0.091116
8.006000,0.091123,0.091123
8.007000,0.091123,0.091116
8.008000,0.091126,0.091123
8.009000,0.091208,0.091202
8.010000,0.091176,0.091170
8.011000,0.091151,0.091145
8.012000,0.091142,0.091138
8.013000,0.091142,0.091129
8.014000,0.091129,0.091129
8.015000,0.091357,0.091357
8.016000,0.091550,0.091543
8.017000,0.091648,0.091648
8.018000,0.091717,0.091720
8.019000,0.091771,0.091768
8.020000,0.091803,0.091800
8.021000,0.091825,0.091822
8.022000,0.091844,0.091841
8.023000,0.091856,0.091853
8.024000,0.091872,0.091863
8.025000,0.091872,0.091879
8.026000,0.091879,0.091875
8.027000,0.091888,0.091882
8.028000,0.091888,0.091885
8.029000,0.091888,0.091885
8.030000,0.091891,0.091891
8.031000,0.091894,0.091888
8.032000,0.091894,0.091891
8.033000,0.091894,0.091888
8.034000,0.091894,0.091891
8.035000,0.091898,0.091894
8.036000,0.091894,0.091898
8.037000,0.091894,0.091891
8.038000,0.091898,0.091894
8.039000,0.091898,0.091894
8.040000,0.091898,0.091894
8.041000,0.091901,0.091894
8.042000,0.091901,0.091901
8.043000,0.091898,0.091894
8.044000,0.091898,0.091894
8.045000,0.091901,0.091894
8.046000,0.091904,0.091894
8.047000,0.091901,0.091901
8.048000,0.091898,0.091898
8.049000,0.091901,0.091898
8.050000,0.091904,0.091901
8.051000,0.091901,0.091894
8.052000,0.091901,0.091894
8.053000,0.091901,0.091898
8.054000,0.091904,0.091894
8.055000,0.091898,0.091898
8.056000,0.091907,0.091898
8.057000,0.091901,0.091898
8.058000,0.091904,0.091898
8.059000,0.091904,0.091901
8.060000,0.091904,0.091898
8.061000,0.091901,0.091898
8.062000,0.091907,0.091894
8.063000,0.091901,0.091901
8.064000,0.091907,0.091898
8.065000,0.091670,0.091667
8.066000,0.091483,0.091477
8.067000,0.091372,0.091369
8.068000,0.091306,0.091303
8.069000,0.091259,0.091249
8.070000,0.091224,0.091217
8.071000,0.091195,0.091192
8.072000,0.091179,0.091173
8.073000,0.091167,0.091161
8.074000,0.091151,0.091154
8.075000,0.091145,0.091145
8.076000,0.091145,0.091142
8.077000,0.091142,0.091135
8.078000,0.091138,0.091132
8.079000,0.091135,0.091129
8.080000,0.091132,0.091126
8.081000,0.091132,0.091126
8.082000,0.091126,0.091126
8.083000,0.091126,0.091129
8.084000,0.091129,0.091129
8.085000,0.091129,0.091123
8.086000,0.091129,0.091123
8.087000,0.091123,0.091123
8.088000,0.091123,0.091119
8.089000,0.091129,0.091119
8.090000,0.091123,0.091123
8.091000,0.091123,0.091119
8.092000,0.091123,0.091116
8.093000,0.091126,0.091119
8.094000,0.091123,0.091123
8.095000,0.091126,0.091116
8.096000,0.091170,0.091164
8.097000,0.091142,0.091138
8.098000,0.091135,0.091129
8.099000,0.091123,0.091129
8.100000,0.091126,0.091116
8.101000,0.091123,0.091116
8.102000,0.091116,0.091116
8.103000,0.091123,0.091126
8.104000,0.091123,0.091119
8.105000,0.091123,0.091116
8.106000,0.091116,0.091110
8.107000,0.091116,0.091113
8.108000,0.091116,0.091113
8.109000,0.091113,0.091110
8.110000,0.091113,0.091110
8.111000,0.091110,0.091110
8.112000,0.091116,0.091104
8.113000,0.091113,0.091110
8.114000,0.091110,0.091107
8.115000,0.091341,0.091338
8.116000,0.091531,0.091527
8.117000,0.091632,0.091632
8.118000,0.091711,0.091711
8.119000,0.091758,0.091752
8.120000,0.091787,0.091787
8.121000,0.091815,0.091809
8.122000,0.091834,0.091828
8.123000,0.091847,0.091847
8.124000,0.091860,0.091850
8.125000,0.091866,0.091856
8.126000,0.091869,0.091866
8.127000,0.091875,0.091869
8.128000,0.091879,0.091872
8.129000,0.091879,0.091875
8.130000,0.091882,0.091872
8.131000,0.091888,0.091879
8.132000,0.091888,0.091879
8.133000,0.091888,0.091885
8.134000,0.091888,0.091885
8.135000,0.091891,0.091885
8.136000,0.091888,0.091888
8.137000,0.091891,0.091888
8.138000,0.091888,0.091885
8.139000,0.091891,0.091888
8.140000,0.091891,0.091888
8.141000,0.091898,0.091888
8.142000,0.091888,0.091891
8.143000,0.091894,0.091888
8.144000,0.091898,0.091888
8.145000,0.091894,0.091894
8.146000,0.091898,0.091891
8.147000,0.091894,0.091891
8.148000,0.091901,0.091898
8.149000,0.091904,0.091894
8.150000,0.091901,0.091898
8.151000,0.091904,0.091898
8.152000,0.091901,0.091901
8.153000,0.091907,0.091894
8.154000,0.091901,0.091894
8.155000,0.091904,0.091894
8.156000,0.091901,0.091904
8.157000,0.091901,0.091901
8.158000,0.091904,0.091898
8.159000,0.091901,0.091894
8.160000,0.091901,0.091894
8.161000,0.091904,0.091898
8.162000,0.091901,0.091901
8.163000,0.091904,0.091898
8.164000,0.091904,0.091898
8.165000,0.091670,0.091667
8.166000,0.091483,0.091477
8.167000,0.091372,0.091372
8.168000,0.091303,0.091300
8.169000,0.091259,0.091252
8.170000,0.091221,0.091217
8.171000,0.091195,0.091195
